会社ID,会社名,地域,都道府県,本社所在地,営業エリア,戸建て取扱,収益不動産取扱,その他取扱物件,問い合わせフォーム,公式URL,問い合わせURL,サービスURL,電話番号,特徴・強み,根拠URL,確認日,確認状態,優先度,備考,事業者区分,公開メールアドレス,公式サイト確信度,公式サイトスコア,物上げ適性スコア,物上げ適性シグナル
RE-MLIT-14-00001610,有限会社 柏菱,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-27,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第001610号; 自動追加日: 2026-07-27,,,,,,
RE-MLIT-14-00000162,有限会社 濱屋,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000162号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-14-00001724,末広土地建物 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-27,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第001724号; 自動追加日: 2026-07-27,,,,,,
RE-MLIT-14-00000071,東栄商事 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000071号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-14-00000060,東横不動産 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000060号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-14-00002679,株式会社 トーソー,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-03,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第002679号; 自動追加日: 2026-08-03,,,,,,
RE-MLIT-14-00000013,株式会社 大谷商事,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000013号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-14-00002788,株式会社 小川組,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-03,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第002788号; 自動追加日: 2026-08-03,,,,,,
RE-MLIT-14-00002701,株式会社 嶋崎不動産,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-03,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第002701号; 自動追加日: 2026-08-03,,,,,,
RE-MLIT-14-00001771,株式会社 日建,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-27,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第001771号; 自動追加日: 2026-07-27,,,,,,
RE-MLIT-14-00002811,沢野商亊 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-03,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第002811号; 自動追加日: 2026-08-03,,,,,,
RE-MLIT-14-00000024,浅間建設 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000024号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-14-00000066,相澤土地 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000066号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-14-00001880,第一商事 株式会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=2&pageListNo1=2&pageListNo2=2,2026-07-27,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第001880号; 自動追加日: 2026-07-27,,,,,,
RE-MLIT-14-00000198,親和商事 有限会社,関東,神奈川県,要確認,神奈川県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=14&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-21,公的登録確認・公式サイト要確認,A,免許行政庁: 神奈川県; 免許番号: 第000198号; 自動追加日: 2026-07-21,,,,,,
RE-MLIT-10-00000114,上信電鉄株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000114号; 自動追加日: 2026-07-25,,,,,,
RE-MLIT-10-00001995,上原建設株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-07,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001995号; 自動追加日: 2026-08-07,宅地建物取引業者,,,,,
RE-MLIT-10-00001246,五料不動産,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001246号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00001228,吾妻開発株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001228号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00001285,大誠不動産商事有限会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001285号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00000292,小林工業株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000292号; 自動追加日: 2026-07-25,,,,,,
RE-MLIT-10-00001354,小此木不動産建設有限会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001354号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00001234,小野里工業株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001234号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00001991,新創建設株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-07,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001991号; 自動追加日: 2026-08-07,宅地建物取引業者,,,,,
RE-MLIT-10-00002056,新和興業株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-07,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第002056号; 自動追加日: 2026-08-07,宅地建物取引業者,,,,,
RE-MLIT-10-00001334,日聖産業株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001334号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00000146,有限会社前橋不動産,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000146号; 自動追加日: 2026-07-25,,,,,,
RE-MLIT-10-00001358,有限会社吾妻不動産,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001358号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00000098,有限会社田口不動産,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000098号; 自動追加日: 2026-07-25,,,,,,
RE-MLIT-10-00002024,朝日興業株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-07,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第002024号; 自動追加日: 2026-08-07,宅地建物取引業者,,,,,
RE-MLIT-10-00000302,朝日開発興業株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000302号; 自動追加日: 2026-07-25,,,,,,
RE-MLIT-10-00000257,東神不動産株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000257号; 自動追加日: 2026-07-25,,,,,,
RE-MLIT-10-00002029,松浪建設株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-07,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第002029号; 自動追加日: 2026-08-07,宅地建物取引業者,,,,,
RE-MLIT-10-00000038,株式会社ティーエムエフ,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000038号; 自動追加日: 2026-07-25,,,,,,
RE-MLIT-10-00002077,株式会社新久,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-07,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第002077号; 自動追加日: 2026-08-07,宅地建物取引業者,,,,,
RE-MLIT-10-00002002,株式会社群馬住宅センター,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-07,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第002002号; 自動追加日: 2026-08-07,宅地建物取引業者,,,,,
RE-MLIT-10-00001972,株式会社阿部工務店,関東,群馬県,要確認,群馬県,要確認,要確認,事業用,あり,https://www.koyou.pref.shizuoka.jp/employment/detail/9908,https://www.koyou.pref.shizuoka.jp/contact/,https://www.koyou.pref.shizuoka.jp/employment/detail/9908,0546247529,公式サイト自動確認（確信度中・80点）。問い合わせ導線あり。物上げ適性C（5点: 問い合わせ導線）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3 | https://www.koyou.pref.shizuoka.jp/employment/detail/9908 | https://www.koyou.pref.shizuoka.jp/contact/,2026-08-12,自動確認済み,C,免許行政庁: 群馬県; 免許番号: 第001972号; 自動追加日: 2026-08-07; 公式サイト自動確認日: 2026-08-12,宅地建物取引業者,要確認,中,80,5,問い合わせ導線
RE-MLIT-10-00001331,株式会社黒沢商事,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001331号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00001355,橋本商事株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=2&pageListNo1=2&pageListNo2=2,2026-08-01,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第001355号; 自動追加日: 2026-08-01,,,,,,
RE-MLIT-10-00001977,浅間観光開発株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,土地,要確認,https://kaisharesearch.com/company/detail/9070001023646/,要確認,https://kaisharesearch.com/company/detail/9070001023646/,要確認,公式サイト自動確認（確信度中・75点）,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3 | https://kaisharesearch.com/company/detail/9070001023646/,2026-08-12,一部自動確認,C,免許行政庁: 群馬県; 免許番号: 第001977号; 自動追加日: 2026-08-07; 公式サイト自動確認日: 2026-08-12,宅地建物取引業者,要確認,中,75,0,
RE-MLIT-10-00000230,石橋建設工業株式会社 ※,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000230号; 自動追加日: 2026-07-25,,,,,,
RE-MLIT-10-00002100,秋山土地開発株式会社,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=3&pageListNo1=3&pageListNo2=3,2026-08-07,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第002100号; 自動追加日: 2026-08-07,宅地建物取引業者,,,,,
RE-MLIT-10-00000227,群馬不動産株式会社 ※,関東,群馬県,要確認,群馬県,要確認,要確認,要確認,要確認,要確認,要確認,要確認,要確認,国土交通省の企業情報検索システムで宅地建物取引業者登録を確認,https://etsuran2.mlit.go.jp/TAKKEN/takkenKensaku.do?CMD=selectPage&caller=TK&choice=1&rdoSelect=1&rdoSelectJoken=1&rdoSelectSort=1&sortValue=1&dispCount=50&licenseNoKbn=10&pageCount=1&pageListNo1=1&pageListNo2=1,2026-07-25,公的登録確認・公式サイト要確認,A,免許行政庁: 群馬県; 免許番号: 第000227号; 自動追加日: 2026-07-25,,,,,,
